clinic_id,location_ny,location_nj,location_ct,location_virtual,location_home,clinic_individual,clinic_chain,clinic_hospital,clinic_med_spa,clinic_telehealth,clinic_home,rater,visits_person,visits_virtual,visits_home,visits_d_nspecify,types_drugs,form_infusion,form_injection,form_oral,form_nasal,form_d_nspecify,degree,cost,insurance,depression,bipolar_disorder,ocd,ptsd,anxiety,schizophrenia,sud,eating_disorders,disorder_d_nspecify,promotional,benefits,citations,risk,other_adhd,other_stress_fatigue,other_autism,other_pain,other_parkinsons,other_stroke,other_ppd,other_end,other_headache,other_suicide,other_cancer,other_grief,other_lyme,other_sleep,other_leg,other_mh,other_sexual,other_tbi,other_pain_head,depressive_disorders,state
204,0,0,1,1,0,0,1,0,0,Telehealth Yes,0,3,1,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Single State
205,1,0,0,1,0,1,0,0,0,Telehealth Yes,0,3,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Single State
206,1,0,0,0,0,1,0,0,0,Telehealth No,0,3,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Single State
207,1,0,0,0,0,1,0,0,0,Telehealth No,0,3,1,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Single State
208,1,0,0,0,0,1,0,0,1,Telehealth No,0,3,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Single State
209,1,0,0,1,0,1,0,0,0,Telehealth Yes,0,3,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,Single State
210,1,0,0,1,0,1,0,0,0,Telehealth Yes,0,3,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Single State
211,0,1,0,1,0,1,0,0,0,Telehealth Yes,0,3,1,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Single State
212,1,0,0,0,0,1,0,0,0,Telehealth No,0,3,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Single State
213,1,0,0,0,0,1,0,0,0,Telehealth No,0,3,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Single State
214,1,0,0,1,0,1,0,0,0,Telehealth Yes,0,3,1,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Single State
215,0,1,0,1,0,1,0,0,0,Telehealth Yes,0,3,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Single State
216,1,0,0,0,0,1,0,0,0,Telehealth No,0,3,1,0,0,0,1,1,0,0,1,0,1,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Single State
217,1,0,0,1,0,1,0,0,0,Telehealth Yes,0,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Single State
218,1,0,0,0,0,0,1,0,0,Telehealth No,0,3,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Single State
219,0,1,0,0,0,0,1,0,0,Telehealth No,0,3,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,Single State
220,1,0,0,0,0,0,1,0,1,Telehealth No,0,3,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Single State
221,0,1,0,0,0,1,0,0,0,Telehealth No,0,3,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Single State
222,1,0,0,0,0,1,0,0,0,Telehealth No,0,3,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Single State
223,1,0,0,0,0,1,0,0,0,Telehealth No,0,3,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Single State
224,0,0,1,0,0,1,0,0,0,Telehealth No,0,3,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Single State
225,0,1,0,0,0,1,0,0,0,Telehealth No,0,3,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Single State
226,1,0,0,1,0,1,0,0,0,Telehealth Yes,0,3,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Single State
227,1,0,0,1,0,0,0,0,0,Telehealth Yes,0,3,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Single State
228,1,0,0,0,0,1,0,0,0,Telehealth No,0,3,1,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Single State
229,1,0,0,1,0,1,0,0,0,Telehealth Yes,0,3,1,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Single State
230,0,1,0,0,0,1,0,0,0,Telehealth No,0,3,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Single State
231,0,1,1,0,0,0,0,1,0,Telehealth No,0,3,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,combination
232,1,0,0,0,0,0,1,0,0,Telehealth No,0,3,1,0,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Single State
233,1,0,0,0,0,1,0,0,0,Telehealth No,0,3,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,Single State
